RECV | PKT: DATA DEST: localhost ACK# : 0 SEQ# 1
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
SND  | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
RECV | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
SND  | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
SND  | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
SND  | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
SND  | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
SND  | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
SND  | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
RECV | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
SND  | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
RECV | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
SND  | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
SND  | PKT: DATA DEST: localhost ACK# : 22 SEQ# 23
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
SND  | PKT: DATA DEST: localhost ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
SND  | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
SND  | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
SND  | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
SND  | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
SND  | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
SND  | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 24 SEQ# 25
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 20 SEQ# 21
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
SND  | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 21 SEQ# 22
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 22 SEQ# 23
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 23 SEQ# 24
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
SND  | PKT: DATA DEST: localhost ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
SND  | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 24 SEQ# 25
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 28 SEQ# 29
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 28 SEQ# 29
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 29 SEQ# 30
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
SND  | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
SND  | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
SND  | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 25 SEQ# 26
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
SND  | PKT: DATA DEST: localhost ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 28 SEQ# 29
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 28 SEQ# 29
RECV | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
SND  | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 29 SEQ# 30
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
SND  | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
SND  | PKT: DATA DEST: localhost ACK# : 27 SEQ# 28
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 26 SEQ# 27
RECV | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
SND  | PKT: DATA DEST: localhost ACK# : 28 SEQ# 29
RECV | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
SND  | PKT: ACK DEST: 142.232.157.244 ACK# : 27 SEQ# 28
RECV | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
SND  | PKT: DATA DEST: localhost ACK# : 29 SEQ# 30
